Artist,Album,Track,DateTime,Date,Time,Acousticness,Danceability,Energy,Tempo,Valence,Loudness,Instrumentalness,Speechiness
EXO,OBSESSION,Ya Ya Ya,2-28-2023 1:56:00,2-28-2023,1:56:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
NCT DREAM,THE DREAM SHOW - The 1st Live Album,BOOM - Live,2-28-2023 0:51:00,2-28-2023,0:51:00,0.258,0.689,0.861,119.959,0.613,-4.125,0,0.0458
LE SSERAFIM,ANTIFRAGILE,Impurities,2-28-2023 0:48:00,2-28-2023,0:48:00,0.231,0.715,0.757,90.065,0.464,-4.746,0,0.0373
NCT 127,2 Baddies - The 4th Album,Crash Landing,2-28-2023 0:47:00,2-28-2023,0:47:00,0.199,0.592,0.874,140.06,0.56,-2.059,0,0.0904
EXO,OBSESSION,Ya Ya Ya,2-28-2023 0:43:00,2-28-2023,0:43:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
Kai,Kai - The 1st Mini Album,Mmmh,2-27-2023 23:28:00,2-27-2023,23:28:00,0.202,0.659,0.718,136.96,0.297,-5.607,1.01E-06,0.0507
NCT DREAM,We BOOM - The 3rd Mini Album,BOOM,2-27-2023 23:28:00,2-27-2023,23:28:00,0.131,0.914,0.516,119.969,0.702,-4.178,0,0.0918
LE SSERAFIM,ANTIFRAGILE,Impurities,2-27-2023 23:19:00,2-27-2023,23:19:00,0.231,0.715,0.757,90.065,0.464,-4.746,0,0.0373
NCT 127,2 Baddies - The 4th Album,Crash Landing,2-27-2023 23:16:00,2-27-2023,23:16:00,0.199,0.592,0.874,140.06,0.56,-2.059,0,0.0904
EXO,OBSESSION,Ya Ya Ya,2-27-2023 23:12:00,2-27-2023,23:12:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
SHISHAMO,マフラー,マフラー,2-27-2023 23:08:00,2-27-2023,23:08:00,0.0106,0.555,0.836,131.971,0.602,-4.016,1.29E-06,0.0361
Doja Cat,Planet Her,Need to Know,2-27-2023 22:45:00,2-27-2023,22:45:00,0.304,0.664,0.609,130.041,0.194,-6.509,0,0.0707
Rihanna,ANTI (Deluxe),Work,2-27-2023 22:41:00,2-27-2023,22:41:00,0.0752,0.725,0.534,91.974,0.558,-6.238,0,0.0946
Rihanna,ANTI (Deluxe),Needed Me,2-27-2023 22:35:00,2-27-2023,22:35:00,0.11,0.671,0.314,110.898,0.296,-8.091,0,0.244
Sabrina Carpenter,emails i cant send,Nonsense,2-27-2023 22:26:00,2-27-2023,22:26:00,0.0268,0.74,0.697,138.992,0.732,-4.912,0,0.034
Ariana Grande,Dangerous Woman,Let Me Love You,2-27-2023 22:22:00,2-27-2023,22:22:00,0.0295,0.527,0.435,102.698,0.0781,-8.363,0,0.129
Beyoncé,RENAISSANCE,CUFF IT,2-27-2023 22:19:00,2-27-2023,22:19:00,0.0368,0.78,0.689,115.042,0.642,-5.668,9.69E-06,0.141
Rihanna,ANTI (Deluxe),Woo,2-27-2023 22:15:00,2-27-2023,22:15:00,0.0546,0.42,0.466,115.004,0.185,-5.298,0.00389,0.0326
Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),2-27-2023 22:11:00,2-27-2023,22:11:00,0.433,0.87,0.523,110.02,0.319,-8.052,2.07E-05,0.0602
Flo Milli,You still here Ho ?,Conceited,2-27-2023 22:09:00,2-27-2023,22:09:00,0.0741,0.94,0.761,118.027,0.414,-4.408,1.89E-05,0.0979
Ariana Grande,Positions,nasty,2-27-2023 22:06:00,2-27-2023,22:06:00,0.0814,0.772,0.506,127.894,0.456,-6.558,1.10E-05,0.139
Baby Tate,Hey Mickey!,Hey Mickey!,2-27-2023 22:03:00,2-27-2023,22:03:00,0.579,0.912,0.507,134.978,0.725,-11.952,0,0.0587
vierre cloud,moment,moment,2-27-2023 22:02:00,2-27-2023,22:02:00,0.0426,0.544,0.855,171.349,0.517,-7.461,0.157,0.093
Doja Cat,Hot Pink,Like That (feat. Gucci Mane),2-27-2023 21:46:00,2-27-2023,21:46:00,0.239,0.879,0.498,106.044,0.405,-6.027,0,0.18
Melody Thornton,Lioness Eyes,I Will Wait,2-27-2023 21:42:00,2-27-2023,21:42:00,0.805,0.201,0.573,67.315,0.245,-2.555,0,0.038
TLC,CrazySexyCool,Waterfalls,2-27-2023 21:37:00,2-27-2023,21:37:00,0.311,0.769,0.505,171.804,0.757,-7.345,7.49E-05,0.0829
Anderson .Paak,Ventura,Make It Better (feat. Smokey Robinson),2-27-2023 21:14:00,2-27-2023,21:14:00,0.0112,0.676,0.56,178.555,0.551,-6.024,0.00403,0.0643
Loona,Summer Special [Flip That],POSE,2-27-2023 21:01:00,2-27-2023,21:01:00,0.0326,0.823,0.72,120.007,0.195,-4.144,0.000172,0.0536
Loona,Summer Special [Flip That],POSE,2-27-2023 20:58:00,2-27-2023,20:58:00,0.0326,0.823,0.72,120.007,0.195,-4.144,0.000172,0.0536
Joji,Nectar,NITROUS,2-27-2023 20:56:00,2-27-2023,20:56:00,0.556,0.827,0.549,127.992,0.381,-8.188,0.689,0.0343
XG,SHOOTING STAR,SHOOTING STAR,2-27-2023 20:36:00,2-27-2023,20:36:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
XG,SHOOTING STAR,SHOOTING STAR,2-27-2023 20:33:00,2-27-2023,20:33:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
NCT 127,2 Baddies - The 4th Album,Time Lapse,2-27-2023 20:31:00,2-27-2023,20:31:00,0.0589,0.484,0.9,84.901,0.462,-3.567,0,0.209
MONSTA X,SHAPE OF LOVE,LOVE,2-27-2023 20:20:00,2-27-2023,20:20:00,0.0785,0.451,0.867,89.108,0.511,-3.316,0,0.459
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-27-2023 20:19:00,2-27-2023,20:19:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
Clairo,Sling,Bambi,2-27-2023 20:17:00,2-27-2023,20:17:00,0.904,0.436,0.196,83.768,0.281,-14.566,0.0023,0.0284
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-27-2023 19:53:00,2-27-2023,19:53:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-27-2023 18:35:00,2-27-2023,18:35:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
Stacey Ryan,Fall In Love Alone,Fall In Love Alone,2-27-2023 18:32:00,2-27-2023,18:32:00,0.316,0.676,0.625,171.883,0.522,-5.455,0.000119,0.0711
Christian Kuria,Toroka,Toroka,2-27-2023 18:29:00,2-27-2023,18:29:00,0.905,0.641,0.438,67.529,0.343,-7.029,0.000134,0.132
beabadoobee,Beatopia,the perfect pair,2-27-2023 18:26:00,2-27-2023,18:26:00,0.433,0.634,0.663,146.053,0.6,-6.818,0.124,0.0331
Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,2-27-2023 18:19:00,2-27-2023,18:19:00,0.167,0.739,0.511,96.038,0.542,-7.844,1.34E-06,0.0362
Liana Flores,recently,recently,2-27-2023 16:26:00,2-27-2023,16:26:00,0.852,0.647,0.197,141.401,0.159,-15.412,6.71E-05,0.0734
Maroon 5,Songs About Jane: 10th Anniversary Edition,Sunday Morning,2-27-2023 16:12:00,2-27-2023,16:12:00,0.0913,0.608,0.768,88.059,0.809,-5.227,0,0.0475
Chloe x Halle,The Kids Are Alright,Grown (from Grown-ish),2-27-2023 16:06:00,2-27-2023,16:06:00,0.0967,0.674,0.465,96.996,0.239,-9.223,0.00399,0.0652
Tkay Maidza,Last Year Was Weird Vol.2,You Sad,2-27-2023 16:00:00,2-27-2023,16:00:00,0.629,0.742,0.671,159.955,0.469,-4.589,0,0.246
Daniel Caesar,Freudian,Best Part (feat. H.E.R.),2-27-2023 15:55:00,2-27-2023,15:55:00,0.808,0.524,0.364,75.24,0.436,-10.209,0,0.0367
MAX,Colour Vision,Checklist (feat. Chromeo),2-27-2023 15:48:00,2-27-2023,15:48:00,0.0709,0.792,0.792,123.056,0.873,-4.023,0,0.035
Bazzi,Soul Searching,I.F.L.Y.,2-27-2023 15:48:00,2-27-2023,15:48:00,0.379,0.812,0.519,104.954,0.554,-4.823,0,0.0385
MAX,Colour Vision,Checklist (feat. Chromeo),2-27-2023 15:46:00,2-27-2023,15:46:00,0.0709,0.792,0.792,123.056,0.873,-4.023,0,0.035
Crush,나빠,Lookin 4 (feat. Joyce Wrice & Devin Morrison),2-27-2023 15:41:00,2-27-2023,15:41:00,0.626,0.711,0.464,123.782,0.446,-7.458,0,0.304
Yeat,Lyfë,Flawlëss (feat. Lil Uzi Vert),2-27-2023 15:29:00,2-27-2023,15:29:00,0.0715,0.474,0.805,131.001,0.109,-5.997,0,0.332
Lil Uzi Vert,Just Wanna Rock,Just Wanna Rock,2-27-2023 15:21:00,2-27-2023,15:21:00,0.0652,0.486,0.545,150.187,0.0385,-7.924,0.00474,0.0336
Nicki Minaj,Barbie Tingz,Barbie Tingz,2-27-2023 15:17:00,2-27-2023,15:17:00,0.0867,0.917,0.679,102.449,0.453,-6.083,0,0.266
Aminé,TWOPOINTFIVE,Mad Funny Freestyle,2-27-2023 15:14:00,2-27-2023,15:14:00,0.0472,0.833,0.61,147.945,0.793,-7.556,9.55E-06,0.302
SZA,SOS,Kill Bill,2-27-2023 15:12:00,2-27-2023,15:12:00,0.0521,0.644,0.735,88.98,0.418,-5.747,0.144,0.0391
PinkPantheress,Boys a liar Pt. 2,Boys a liar Pt. 2,2-27-2023 15:10:00,2-27-2023,15:10:00,0.252,0.696,0.809,132.962,0.857,-8.254,0.000128,0.05
Flo Milli,You still here Ho ?,Conceited,2-27-2023 15:07:00,2-27-2023,15:07:00,0.0741,0.94,0.761,118.027,0.414,-4.408,1.89E-05,0.0979
Lola Brooke,Dont Play With It (feat. Billy B),Dont Play With It (feat. Billy B),2-27-2023 15:05:00,2-27-2023,15:05:00,0.00377,0.763,0.726,99.042,0.327,-5.61,0,0.109
Ski Mask the Slump God,OOGA BOOGA!,OOGA BOOGA!,2-27-2023 15:03:00,2-27-2023,15:03:00,0.101,0.847,0.916,104.018,0.751,-5.757,0.000766,0.222
Monaleo,Beating Down Yo Block,Beating Down Yo Block,2-27-2023 15:00:00,2-27-2023,15:00:00,0.0132,0.765,0.719,84.997,0.782,-4.982,0,0.299
Megan Thee Stallion,Something for Thee Hotties,Megans Piano,2-27-2023 14:58:00,2-27-2023,14:58:00,0.00799,0.953,0.621,132.063,0.378,-7.565,4.87E-06,0.154
Glorilla,Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),2-27-2023 14:54:00,2-27-2023,14:54:00,0.0736,0.795,0.814,160.039,0.68,-3.945,0,0.4
J. Cole,2014 Forest Hills Drive,No Role Modelz,2-27-2023 14:51:00,2-27-2023,14:51:00,0.324,0.69,0.521,100.028,0.494,-8.492,0,0.339
Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),2-27-2023 14:48:00,2-27-2023,14:48:00,0.0777,0.801,0.601,159.969,0.74,-7.574,3.23E-05,0.255
Megan Thee Stallion,Traumazine,Her,2-27-2023 14:46:00,2-27-2023,14:46:00,0.374,0.945,0.848,119.918,0.819,-4.76,3.31E-05,0.326
Nicki Minaj,The Pinkprint (Deluxe),The Night Is Still Young,2-27-2023 14:41:00,2-27-2023,14:41:00,0.00212,0.656,0.692,128.016,0.693,-6.145,0.00305,0.0563
EXO,OBSESSION,Ya Ya Ya,2-27-2023 14:38:00,2-27-2023,14:38:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
CHUNG HA,Flourishing,Snapping,2-27-2023 14:35:00,2-27-2023,14:35:00,0.0706,0.746,0.726,104.961,0.578,-3.499,3.43E-06,0.0394
Lola Brooke,Dont Play With It (feat. Billy B),Dont Play With It (feat. Billy B),2-27-2023 14:33:00,2-27-2023,14:33:00,0.00377,0.763,0.726,99.042,0.327,-5.61,0,0.109
Seventeen,An Ode,Fear,2-27-2023 14:33:00,2-27-2023,14:33:00,0.16,0.581,0.945,146.146,0.703,-2.698,0,0.349
Seventeen,An Ode,Fear,2-27-2023 14:30:00,2-27-2023,14:30:00,0.16,0.581,0.945,146.146,0.703,-2.698,0,0.349
Nelly Furtado,Loose,Promiscuous,2-27-2023 14:25:00,2-27-2023,14:25:00,0.0569,0.808,0.97,114.328,0.868,-6.098,6.13E-05,0.0506
League of Legends,Legends Never Die (feat. Against The Current),Legends Never Die,2-27-2023 14:21:00,2-27-2023,14:21:00,0.00786,0.498,0.598,140.078,0.0573,-6.638,0,0.0377
Dua Lipa,Dont Start Now,Dont Start Now,2-27-2023 14:18:00,2-27-2023,14:18:00,0.0123,0.793,0.793,123.95,0.679,-4.521,0,0.083
STAYC,Star To A Young Culture,SO BAD,2-27-2023 14:15:00,2-27-2023,14:15:00,0.19,0.557,0.906,168.978,0.616,-3.109,0,0.103
BTS,Skool Luv Affair (Special Edition),Boy In Luv,2-27-2023 14:11:00,2-27-2023,14:11:00,0.00261,0.491,0.947,166.236,0.474,-2.252,0,0.306
EXO,OBSESSION,Ya Ya Ya,2-27-2023 14:08:00,2-27-2023,14:08:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
BTS,O!RUL82?,Attack On Bangtan,2-27-2023 13:58:00,2-27-2023,13:58:00,0.2,0.72,0.962,118.025,0.667,-2.555,0,0.268
London On Da Track,No Flag (feat. Nicki Minaj 21 Savage & Offset),No Flag (feat. Nicki Minaj 21 Savage & Offset),2-27-2023 13:53:00,2-27-2023,13:53:00,0.0856,0.809,0.58,157.961,0.146,-7.253,0,0.348
Kristen Bell,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),For the First Time in Forever - From Frozen/Soundtrack Version,2-27-2023 13:49:00,2-27-2023,13:49:00,0.815,0.354,0.411,90.831,0.43,-6.018,1.00E-06,0.0344
NCT 127,Favorite - The 3rd Album Repackage,Favorite (Vampire),2-27-2023 13:45:00,2-27-2023,13:45:00,0.000831,0.561,0.758,149.944,0.178,-3.87,3.08E-06,0.0478
EXO,OBSESSION,Ya Ya Ya,2-27-2023 13:44:00,2-27-2023,13:44:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
EXO,OBSESSION,Ya Ya Ya,2-27-2023 13:41:00,2-27-2023,13:41:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
EXO,OBSESSION,Ya Ya Ya,2-27-2023 6:29:00,2-27-2023,6:29:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
BLACKPINK,BORN PINK,Tally,2-27-2023 6:24:00,2-27-2023,6:24:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
NMIXX,AD MARE,O.O,2-27-2023 6:18:00,2-27-2023,6:18:00,0.0354,0.39,0.767,200.263,0.285,-3.918,4.26E-06,0.293
Gsoul,멀리멀리 Far far away,우리 이젠 어디로 Where Do We Go From Here,2-27-2023 6:14:00,2-27-2023,6:14:00,0.379,0.637,0.485,123.976,0.279,-6.353,0,0.0513
Crush,wonderlust,fall,2-27-2023 6:14:00,2-27-2023,6:14:00,0.85,0.634,0.402,85.005,0.248,-9.011,7.33E-06,0.0313
Gsoul,멀리멀리 Far far away,우리 이젠 어디로 Where Do We Go From Here,2-27-2023 6:10:00,2-27-2023,6:10:00,0.379,0.637,0.485,123.976,0.279,-6.353,0,0.0513
Jin,The Astronaut,The Astronaut,2-27-2023 6:06:00,2-27-2023,6:06:00,0.00446,0.54,0.761,124.988,0.215,-5.356,2.50E-06,0.0311
Laufey,Street by Street,Street by Street,2-27-2023 6:02:00,2-27-2023,6:02:00,0.87,0.694,0.279,82.068,0.216,-10.871,2.49E-06,0.0546
Laufey,Everything I Know About Love,Valentine,2-27-2023 5:59:00,2-27-2023,5:59:00,0.917,0.472,0.204,82.51,0.224,-13.065,0,0.0452
Bibi,LISTEN 035 Restless,Restless,2-27-2023 5:55:00,2-27-2023,5:55:00,0.382,0.575,0.607,89.985,0.298,-6.897,0.000112,0.0274
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-27-2023 5:51:00,2-27-2023,5:51:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
BLACKPINK,BORN PINK,Tally,2-27-2023 5:47:00,2-27-2023,5:47:00,0.00777,0.688,0.637,129.902,0.427,-4.85,0,0.031
Taylor Swift,reputation,...Ready for It?,2-27-2023 5:43:00,2-27-2023,5:43:00,0.0527,0.613,0.764,160.015,0.417,-6.509,0,0.136
EXO,OBSESSION,Ya Ya Ya,2-27-2023 5:40:00,2-27-2023,5:40:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
Stray Kids,Clé 1 : MIROH,Victory Song,2-27-2023 4:58:00,2-27-2023,4:58:00,0.00654,0.736,0.812,103.034,0.52,-3.997,0,0.107
WayV-TEN&YANGYANG,Low Low,Low Low,2-27-2023 4:57:00,2-27-2023,4:57:00,0.229,0.824,0.786,91.051,0.835,-3.074,0,0.0487
NMIXX,ENTWURF,DICE,2-27-2023 4:51:00,2-27-2023,4:51:00,0.0848,0.556,0.798,131.096,0.628,-3.331,0,0.254
SEULGI,28 Reasons - The 1st Mini Album,28 Reasons,2-27-2023 4:45:00,2-27-2023,4:45:00,0.211,0.766,0.651,121.995,0.488,-3.546,2.51E-06,0.0952
EXO,OBSESSION,Ya Ya Ya,2-27-2023 4:40:00,2-27-2023,4:40:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
SHINee,1 of 1 - The 5th Album,Prism,2-27-2023 4:38:00,2-27-2023,4:38:00,0.284,0.652,0.885,138.055,0.888,-3.148,0,0.071
SHINee,1 of 1 - The 5th Album,1 of 1,2-27-2023 4:36:00,2-27-2023,4:36:00,0.0635,0.694,0.879,108.045,0.84,-3.765,0,0.0515
EXO,EXODUS - The 2nd Album,CALL ME BABY,2-27-2023 4:33:00,2-27-2023,4:33:00,0.284,0.692,0.886,100.03,0.879,-2.519,0,0.0519
WayV,Kick Back - The 3rd Mini Album,Action Figure,2-27-2023 4:33:00,2-27-2023,4:33:00,0.137,0.701,0.787,102.018,0.537,-2.56,0,0.0523
EXO,EXODUS - The 2nd Album,CALL ME BABY,2-27-2023 4:29:00,2-27-2023,4:29:00,0.284,0.692,0.886,100.03,0.879,-2.519,0,0.0519
EXO,OBSESSION,Ya Ya Ya,2-27-2023 4:25:00,2-27-2023,4:25:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
EXO,OBSESSION,Ya Ya Ya,2-27-2023 4:22:00,2-27-2023,4:22:00,0.0573,0.369,0.772,205.177,0.491,-4.049,0,0.3
TOMORROW X TOGETHER,The Dream Chapter: MAGIC,Roller Coaster,2-27-2023 4:19:00,2-27-2023,4:19:00,0.016,0.462,0.651,125.016,0.413,-6.052,2.13E-06,0.0509
NCT U,Universe - The 3rd Album,OK!,2-27-2023 4:15:00,2-27-2023,4:15:00,0.0305,0.757,0.775,140.97,0.713,-3.442,0,0.121
NCT U,Universe - The 3rd Album,OK!,2-27-2023 4:11:00,2-27-2023,4:11:00,0.0305,0.757,0.775,140.97,0.713,-3.442,0,0.121
NCT U,Universe - The 3rd Album,OK!,2-27-2023 4:00:00,2-27-2023,4:00:00,0.0305,0.757,0.775,140.97,0.713,-3.442,0,0.121
NCT U,Universe - The 3rd Album,OK!,2-27-2023 3:56:00,2-27-2023,3:56:00,0.0305,0.757,0.775,140.97,0.713,-3.442,0,0.121
Kai,Kai - The 1st Mini Album,Mmmh,2-27-2023 3:53:00,2-27-2023,3:53:00,0.202,0.659,0.718,136.96,0.297,-5.607,1.01E-06,0.0507
NCT U,NCT RESONANCE Pt. 1 - The 2nd Album,Faded in My Last Song,2-27-2023 3:48:00,2-27-2023,3:48:00,0.15,0.755,0.828,135.002,0.683,-3.11,4.41E-06,0.0482
BAEKHYUN,Bambi - The 3rd Mini Album,Cry for Love,2-27-2023 3:48:00,2-27-2023,3:48:00,0.338,0.706,0.692,136.078,0.526,-4.084,0,0.0483
NCT U,NCT RESONANCE Pt. 1 - The 2nd Album,Faded in My Last Song,2-27-2023 3:45:00,2-27-2023,3:45:00,0.15,0.755,0.828,135.002,0.683,-3.11,4.41E-06,0.0482
NCT 127,NCT #127 Neo Zone - The 2nd Album,White Night,2-27-2023 3:42:00,2-27-2023,3:42:00,0.203,0.56,0.568,70.978,0.214,-3.967,0,0.0288
Kai,Kai - The 1st Mini Album,Mmmh,2-27-2023 2:37:00,2-27-2023,2:37:00,0.202,0.659,0.718,136.96,0.297,-5.607,1.01E-06,0.0507
NCT U,Universe - The 3rd Album,OK!,2-27-2023 2:36:00,2-27-2023,2:36:00,0.0305,0.757,0.775,140.97,0.713,-3.442,0,0.121
BAEKHYUN,Bambi - The 3rd Mini Album,Cry for Love,2-27-2023 2:31:00,2-27-2023,2:31:00,0.338,0.706,0.692,136.078,0.526,-4.084,0,0.0483
NCT 127,Ay-Yo - The 4th Album Repackage,DJ,2-27-2023 2:30:00,2-27-2023,2:30:00,0.0664,0.747,0.843,106.099,0.726,-4.192,0,0.208
NewJeans,NewJeans 1st EP New Jeans,Attention,2-27-2023 2:12:00,2-27-2023,2:12:00,0.236,0.811,0.648,104.988,0.695,-3.684,0,0.0368
SEULGI,28 Reasons - The 1st Mini Album,Anywhere But Home,2-27-2023 2:02:00,2-27-2023,2:02:00,0.345,0.698,0.798,117.051,0.528,-2.583,1.47E-06,0.0825
f(x),4 Walls - The 4th Album,4 Walls,2-27-2023 1:58:00,2-27-2023,1:58:00,0.212,0.735,0.849,125.972,0.223,-4.308,2.94E-05,0.129
NCT 127,Ay-Yo - The 4th Album Repackage,DJ,2-27-2023 1:10:00,2-27-2023,1:10:00,0.0664,0.747,0.843,106.099,0.726,-4.192,0,0.208
NCT DREAM,Glitch Mode - The 2nd Album,Better Than Gold,2-27-2023 1:03:00,2-27-2023,1:03:00,0.0526,0.713,0.842,110.039,0.715,-3.225,0,0.0402
NCT U,NCT RESONANCE Pt. 2 - The 2nd Album,I.O.U,2-27-2023 0:58:00,2-27-2023,0:58:00,0.375,0.572,0.785,125.037,0.398,-3.968,0,0.0413
NCT DREAM,We Go Up,1 2 2003,2-27-2023 0:55:00,2-27-2023,0:55:00,0.082,0.82,0.63,124.99,0.953,-5.567,0,0.0841
NCT DREAM,Reload,Love Again,2-27-2023 0:52:00,2-27-2023,0:52:00,0.0451,0.696,0.92,104.035,0.59,-2.004,0,0.119
NCT DREAM,We BOOM - The 3rd Mini Album,BOOM,2-27-2023 0:48:00,2-27-2023,0:48:00,0.131,0.914,0.516,119.969,0.702,-4.178,0,0.0918
NCT,NCT 2018 EMPATHY,The 7th Sense,2-27-2023 0:45:00,2-27-2023,0:45:00,0.0124,0.682,0.502,108.08,0.218,-9.507,8.45E-06,0.0713
NCT 127,2 Baddies - The 4th Album,Crash Landing,2-27-2023 0:41:00,2-27-2023,0:41:00,0.199,0.592,0.874,140.06,0.56,-2.059,0,0.0904
NCT DREAM,Glitch Mode - The 2nd Album,Teddy Bear,2-27-2023 0:37:00,2-27-2023,0:37:00,0.71,0.731,0.594,106.001,0.484,-5.688,1.18E-06,0.0315
J. Cole,2014 Forest Hills Drive,Wet Dreamz,2-27-2023 0:32:00,2-27-2023,0:32:00,0.0697,0.495,0.722,175.627,0.539,-8.108,0,0.357
Lana Del Rey,Norman Fucking Rockwell!,hope is a dangerous thing for a woman like me to have - but i have it,2-27-2023 0:27:00,2-27-2023,0:27:00,0.964,0.49,0.104,86.675,0.278,-13.208,0,0.0635
DynamicDuo,Band of Dynamic Brothers,Guilty,2-27-2023 0:23:00,2-27-2023,0:23:00,0.133,0.755,0.665,90.041,0.961,-5.643,0,0.335
The Goo Goo Dolls,Dizzy Up the Girl,Iris,2-27-2023 0:18:00,2-27-2023,0:18:00,0.00125,0.315,0.715,155.925,0.497,-8.072,7.97E-06,0.0362
Joji,Run,Run,2-27-2023 0:15:00,2-27-2023,0:15:00,0.0427,0.448,0.72,157.919,0.361,-3.954,0.000292,0.0332
FKA twigs,CAPRISONGS,careless (feat. Daniel Caesar),2-27-2023 0:12:00,2-27-2023,0:12:00,0.724,0.706,0.395,118.128,0.26,-6.952,2.16E-05,0.0588
FKA twigs,MAGDALENE,cellophane,2-27-2023 0:08:00,2-27-2023,0:08:00,0.871,0.431,0.284,98.317,0.229,-11.858,0.000136,0.0432
Dusty Springfield,Stay Awhile / I Only Want To Be With You,I Only Want To Be With You,2-27-2023 0:06:00,2-27-2023,0:06:00,0.103,0.602,0.684,133,0.961,-8.021,0,0.029
SoMo,My Life II,Make Up Sex,2-27-2023 0:03:00,2-27-2023,0:03:00,0.146,0.716,0.573,110.009,0.472,-5.277,0,0.0343
Selena Gomez,Fetish (feat. Gucci Mane),Fetish (feat. Gucci Mane),2-26-2023 23:59:00,2-26-2023,23:59:00,0.0204,0.708,0.618,123.013,0.265,-4.424,6.81E-06,0.0592
TOMORROW X TOGETHER,minisode 2: Thursdays Child,Opening Sequence,2-26-2023 23:55:00,2-26-2023,23:55:00,0.167,0.609,0.64,145.199,0.442,-5.61,0,0.0539
SZA,SOS,Kill Bill,2-26-2023 23:53:00,2-26-2023,23:53:00,0.0521,0.644,0.735,88.98,0.418,-5.747,0.144,0.0391
NCT DREAM,Glitch Mode - The 2nd Album,Teddy Bear,2-26-2023 23:47:00,2-26-2023,23:47:00,0.71,0.731,0.594,106.001,0.484,-5.688,1.18E-06,0.0315
Crush,None,none,2-26-2023 23:37:00,2-26-2023,23:37:00,0.902,0.551,0.351,90.159,0.197,-10.762,0,0.172
Yu-Peng Chen,Genshin Impact - City of Winds and Idylls (Original Game Soundtrack),Before Dawn at the Winery,2-26-2023 23:36:00,2-26-2023,23:36:00,0.987,0.437,0.0152,92.117,0.213,-32.532,0.954,0.0414
Fujii Kaze,HELP EVER HURT NEVER,Shinunoga E-Wa,2-26-2023 23:33:00,2-26-2023,23:33:00,0.166,0.6,0.76,158.078,0.519,-6.124,4.09E-05,0.0452
Dvwn,dawn defibrillation vol.1,Last,2-26-2023 23:29:00,2-26-2023,23:29:00,0.117,0.695,0.39,123.985,0.455,-5.439,0,0.0342
Clairo,Sling,Amoeba,2-26-2023 23:25:00,2-26-2023,23:25:00,0.791,0.739,0.491,111.008,0.707,-11.515,0.0366,0.027
Seventeen,An Ode,Snap Shoot,2-26-2023 23:22:00,2-26-2023,23:22:00,0.241,0.631,0.834,168.004,0.796,-2.926,0,0.0981
beabadoobee,Beatopia,the perfect pair,2-26-2023 23:19:00,2-26-2023,23:19:00,0.433,0.634,0.663,146.053,0.6,-6.818,0.124,0.0331
Joe Hisaishi,My Neighbor Totoro Soundtrack Collection,Evening Wind,2-26-2023 23:19:00,2-26-2023,23:19:00,0.91,0.21,0.152,96.433,0.225,-16.406,0.883,0.036
Sabrina Carpenter,emails i cant send,Nonsense,2-26-2023 23:16:00,2-26-2023,23:16:00,0.0268,0.74,0.697,138.992,0.732,-4.912,0,0.034
Sabrina Carpenter,emails i cant send,Nonsense,2-26-2023 23:13:00,2-26-2023,23:13:00,0.0268,0.74,0.697,138.992,0.732,-4.912,0,0.034
LE SSERAFIM,FEARLESS,Sour Grapes,2-26-2023 23:10:00,2-26-2023,23:10:00,0.395,0.779,0.801,139.998,0.72,-5.564,0,0.0457
dhruv,rapunzel,double take,2-26-2023 23:07:00,2-26-2023,23:07:00,0.845,0.656,0.436,109.239,0.196,-11.141,0,0.0744
